product_name,review_title,review_text,review_rating,review_date,brand_name
"new balance men's 4040v5 metal baseball cleat, black/yelllow, 8 x-wide",Big League Swag.,"Great price, fast shipping.My kid loves the Pedroia spikes.",5.0,Reviewed in the United States on 16 April 2021,New balance
"new balance men's 4040v5 metal baseball cleat, black/yelllow, 8 x-wide",Too Small.  Too late to return.,Wish I could still return.  Missed the window.  Way too small for the size.,1.0,Reviewed in the United States on 25 August 2021,New balance
"new balance men's 4040v5 metal baseball cleat, black/yelllow, 8 x-wide",Best shoe for non metal cleats.,Very difficult to find cleats for a 10 year old with man sized feet.  Amazing  and happily surprised.  Had to search for cleats that did not have metal spikes for youngsters playing baseball.  Well done and thank you,5.0,Reviewed in the United States on 17 February 2021,New balance
"new balance men's 4040v5 metal baseball cleat, black/yelllow, 8 x-wide",Great cleats,Fits as expected and really clean up good.  Daughter plays on brick dust field and shoes clean up good👍🏻,5.0,Reviewed in the United States on 26 March 2021,New balance
"new balance men's 4040v5 metal baseball cleat, black/yelllow, 8 x-wide",Great buy!,"We ordered these cleats for our girls 12-year-old son. It is his first time moving up to metal and they are GREAT! They are super lightweight and fit perfectly! They run true to size so no need to size up or down. They look sleek and are, as he says, “fire’!",5.0,Reviewed in the United States on 9 September 2020,New balance
"ecco women's soft 8 sneaker, marine leisure tie, 8/8.5 uk",The highest quality there is !,If you are looking for a high quality sneakers thats the one for you!!!,5.0,Reviewed in the United States on 12 September 2021,Ecco
"ecco women's soft 8 sneaker, marine leisure tie, 8/8.5 uk",Very comfortable,Great looking and very comfortable.,5.0,Reviewed in the United States on 11 February 2020,Ecco
"ecco women's soft 8 sneaker, marine leisure tie, 8/8.5 uk","Great shoes, a tad narrow tho.","Beautifully made, wonderful feeling first day, no break in needed at all, a bit narrow thou. Never disappointed at Ecco ever! LOVED IT",5.0,Reviewed in the United States on 18 August 2019,Ecco
"ecco women's soft 8 sneaker, marine leisure tie, 8/8.5 uk",Send me the correct size please.,"I often order by amazon shoes 6,5 which is 39-39,5 like EU sizes.But now ,you send me a shoes which is 37 and of course it is too small for me. Does not fit to me.",1.0,Reviewed in the United States on 1 December 2020,Ecco
"asics women's gt-2000 9 running shoe, french blue/fresh ice, 2 uk",Low quality,Four months regular walking use and there is already a hole on the top part of the shoe. The piece delivered could have been factory reject sold by the seller.,1.0,Reviewed in India on 7 December 2021,Asics
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Just okay but...,The material quality of upper side looks a bit cheap despite being very light weight...And BOOOMMM!! RETURNED IT...,3.0,Reviewed in India on 10 June 2021,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Feel Cheap and sounds like a plastic bag while walking possible Counterfeit Product,They fit perfectly but felt cheap and sounded like a crunching plastic bag. For that amount of money you could at least await some decent quality and not the cheap crap that feels like counterfeit products.,1.0,Reviewed in Canada on 2 July 2021,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",So comfy!,I work in film so I spend very long work days mostly on my feet. These fit great (other NB makes have been a bit small) and stay comfortable for the whole day.,5.0,Reviewed in Canada on 16 August 2021,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Worst packing 😷👍,Product ok .... But new balance box is missing .... Where is my box!?????,4.0,Reviewed in India on 23 October 2021,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Great shoes very comfy,Very comfy shoes that look stylish. This brand is a bit more expensive than adidas and Nike but they make shoes that have a better fit in my experience. I recommend these shoes.,5.0,Reviewed in Canada on 2 November 2020,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",excellent product..,"I liked the fit, the looks and everything else. Very happy with the purchase. I ordered a second pair. Thank you...!!",5.0,Reviewed in Canada on 1 July 2021,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Very happy,Great fit and soOoo comfortable 👍,5.0,Reviewed in Canada on 21 October 2020,New balance
"new balance men's x-70 v1 fresh foam sneaker, marblehead/munsell white, 11 uk",Lucky customers get a used pair,“Brand new” looks like someone tried them on and spilled their coffee on the left sneaker then returned them where at the customer service center they were lackadaisically inspected before being reclaimed as New and entered back into the stock for a lucky customer like myself to reap all the benefits of their insouciance.,1.0,Reviewed in the United States on 14 January 2021,New balance
skechers women&#39;s go walk 5-124147 sneaker,Comfort At Last,Extremely comfortable. I have chronic plantar fasciitis in both feet and find these help a lot.,5.0,Reviewed in Canada on 6 January 2021,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Great Walking Shoe,"I purchased for walking.  I read reviews and most said these ran big.  I kept to my normal size, but normally I would have went up one size due to the fact these were not listed as wide.  They fit perfectly, the width is just right and they do not slip on my heel.  I would recommend these for walking.  They are not the prettiest shoes and don't look good with shorts to go out.  They probably would be fine with a pair of long pants.For my purpose to have comfortable walking shoes they are perfect.",5.0,Reviewed in the United States on 18 August 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Sketchers womans go walk,Always love Sketchers--always get the Sketcher Go Walk--I am dissapointed in this pair--they are my usual size and they seem not to have the fit all my others have ever had--will try another pair because that is all I wear,4.0,Reviewed in the United States on 12 August 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Go Walk,"Very comfortable, I had to get 1/2 size smaller. I sent the original size back 7 1/2 to order a 7. They are perfect.",5.0,Reviewed in the United States on 21 July 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Too large!,These shoes were really large.  I’ve worn Sketchers for years but the box stated stretchy fit and was not consistent with my other Sketchers which were basically the same style.  Stretch fit needs to be included in the description so that I can avoid them in the future.,2.0,Reviewed in the United States on 28 October 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Sketchers Fit Large,Shoes comfortable on foot but too large in heel area. A shorter size would not fix issue.,3.0,Reviewed in the United States on 1 July 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,You’ll love these!,"I love Skechers! So very comfortable! I love that they have extended sizes in women’s. You can wash these shoes, as with all of the shoes like this over and over.",5.0,Reviewed in the United States on 12 June 2021,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Lightweight with a good arch support and cushy,"Love these shoes. They’re about a half size too large, but with thicker socks will be just fine.",5.0,Reviewed in the United States on 20 August 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Not a great fit.,Not quite the comfortable dog walking shoes of my dreams.  A little snug for my size 11 tootsies.  Returned for full refund.,3.0,Reviewed in the United States on 19 November 2020,Skechers
skechers women&#39;s go walk 5-124147 sneaker,Great shoe great fit great price. 👍👍,The shoe was a perfect fit very comfortable and a light shoe cant tell I have them on. Going to buy another pair in different color.Great buy. Rate of 5 stars,5.0,Reviewed in the United States on 25 September 2020,Skechers
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Good buy and a company that has a range of widths beyond the 'normal' offerings,"Would prefer it slipped on easier but good considering price.  Quite happy to find a shoe that was actually 6E, a true extra wide.  Can hold an insert.",4.0,Reviewed in Canada on 20 October 2019,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Five Stars,Nice shoes,5.0,Reviewed in Canada on 10 July 2018,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Can't replace laces because they sewed them into the shoe... Ridiculous,They sewed the damn shoe laces into the back of the shoe. Now in order to switch to the type of laces I prefer I have to cut the original laces so that I can put the ones I like in. I'll wait for a bit before I do that but this is not starting off well.What even worse is they didn't even make the laces even before sewing the lace into the back end of the shoe so on one foot the lace is a solid 6 inch longer on one side. I can get past this for a comfortable shoe but it's a severe annoyance that when I do replace the laces that I cannot run them the way they were intended to go...Stupid move on the manufacturers part. They got 2 stars so far because they fit like they are supposed to but still really annoyed about the laces being sown in....,2.0,Reviewed in the United States on 20 November 2019,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide","Comfortable shoe, but with serious problems","I've had these shoes before and I loved the comfort and fit, but this model has some serious problems.  Firstly, the shoe has a serious design flaw.  The laces are sewn in place and not replaceable!  The laces wrap all the way around the heel, as a real moccasin would, but they are sewn in at the heel.  If your lace wears out, as mine did, the shoe is worthless.  The first time this happened, New Balance was kind enough to replace the shoe.  The second time, the shoe was  pretty well worn out, so I just bought a new pair.  That's when I discovered the second problem.  After only wearing the shoe a week (a week!) the leather ripped out along the stitching near the base of the tongue on the left shoe.  OK, no problem, I returned the shoe to Amazon and got another pair.  The 2nd pair popped a stitch at the same place on the right shoe BEFORE I GOT THE SHOE ON MY FOOT!!  Just opening up the shoe caused a tear.  Now I have to return the second pair too, this time for a refund.It looks like NB is having some manufacturing problems, (you can see how some stitching is off a tiny fraction, actually weakening the leather by crossing the pre-punched holes where pieces are stitched together) so as much as I liked this shoe when I first bought it several years ago, I won't be buying it again anytime shoe.",2.0,Reviewed in the United States on 14 May 2015,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Very good boat shoes,"These Dunham Captain boat shoes retail for $120 and I paid less than $40 here on Amazon.  So, that's good.  The shoes are actually very good quality with excellent functionality.  The fit is as expected and it wears like a comfortable tennis shoe.  The sole is non-slip rubber and it grips great.  I spent 7 days on my boat in wet conditions right after buying these shoes and they preformed like a champ.  The leather is water-proof.  The shoe will not get water-logged.  The nylon vents (light brown areas) allowed for water drainage (I did walk in the water a few times just to see how they functioned).  There's also what New Balance calls a ""rollbar"" in the heal.  Basically, it provides stability to prevent your ankle from rolling right or left.. oddly, I found this feature very beneficial.  When you're walking on a slipper surface, your ankles can do funny thing.  This rollbar functions from below your heel... it's not like an ankle brace, but it works great.  So the design and functionality is excellent.  I'm not sure about the quality since I've only owned them for about a month. They're made in China.  If New Balance made them in the USA (like the 990s), I would've given these shoes 5 stars.",4.0,Reviewed in the United States on 23 April 2015,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Perfect Fit; Amazing Quality and Comfort,"What an awesome, high-quality, comfortable shoe. I can't say I've been able to say that for the past decade or so -- it seems most shoes are only built to last about three months before they fall apart.I have enormous feet and - as I'm sure anyone reading this for that very reason understands - it is difficult to find stylish, comfortable shoes for everyday wear.If you have a large, wide food -- look no further. This shoe not only fit me perfectly out of the box, it was nearly 100% perfectly comfortable with minimal break-in (just under a week with minimal wear), and looks great to boot. The soles are thick enough to offer great support, but not thick and awkward enough that they look like clunky orthopedic clown shoes.This shoe looks great with slacks and would fit in a dressy or casual environment. I'll be picking up a spare set out of fear that they stop making them.PROS:•Great Fit for Wide Feet (4E)•Quality Construction•Comfortable for All-Day Wear / Walking•Doesn't Look Like a Boat on Your Foot (round-toe shoes in large sizes tend to look comical)CONS:•Stiff Heel for the First Week (I taped my heels under my socks to minimize blisters; heel seems to have broken in within 4 days)•Toe is Rounded (I prefer squared toes for style reasons, but this still looks nice)",5.0,Reviewed in the United States on 14 September 2017,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide","Stylish, super comfortable and surprisingly rugged triple-E all-round shoes","Stylish, super comfortable and surprisingly rugged, I wore these on a seven day whitewater rafting trip through the Grand Canyon (280 miles, 180 rapids, including the dreaded 'Lava Falls"" rapids) - then wore them 'most everywhere in North-central Arizona.Was surprised at how well they drained and dried - and remained pliable.They 'spiffed up' right back to nearly new with just a little cleaning and a couple of coats of polish.I'm a triple-E or even quad-E width. These fit perfectly, so for those with w i d e  feet, these are a real find.  Still very comfortable.  Often wear them with no socks, so I use a foot spray to eliminate foot odors (and that strategy works fine).  Highly recommend.",5.0,Reviewed in the United States on 15 June 2017,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Perfect for large and wide feet.,"I have issues with my big feet, so I took a chance with these. Happy I did, big enough for my sasquatch feet, and wide enough as well. Comfy too. Not a lot of arch support, but I have worn worse. One down side was trying to replace the laces with elastic ones. The lace runs around the side and back of the shoe, trying to pull them out did not work well. Tying laces is an issue for me, but that is an issue for me, even so, I did knock off a star. Be aware, and hope the laces last as long as the shoes. Or you may have to get creative to replace a broken lace.",4.0,Reviewed in the United States on 14 March 2020,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",Comfortable & durable!,"Have ordered and am now waiting on my 3rd pair of Dunhams. Luv'em. I can lace them tight and wear as regular lace-ups, or loosen laces and wear as loafers. They are comfortable either way. I nearly wore out the tops of my 1st pair, (don't think it is possible to wear out the soles) but before discarding them, I tried applying some shoe polish to the leather top part, and presto, nearly new shoes. Still wearing them as backups. I can wear them with or without socks; they are great either way.",5.0,Reviewed in the United States on 18 April 2021,Dunham
"dunham men's captain boat shoe, blue multi, 11.5 x-wide",My favorite shoe.,"I got the 14 XW tan boat shoe. Tan hides dirt and dust better than the blue boat shoes I ordered the last time. They were 14 Wide which shows 14EEEE on the shoe tongue. The new tan 14XW shows 14 6E on the inside of the shoe tongue. Both pairs fit my duck feet comfortably right out of the box. No break in time required. The mesh on these shoes help my feet to breathe, and be cooler in the hot months. The old blue pair lasted 3 years as nearly the only shoes I wore.",5.0,Reviewed in the United States on 24 May 2021,Dunham
"adidas men's adipower weightlifting ii cross trainer, collegiate royal/black/collegiate royal, 15 uk",They get the job done.,"It's a weightlifting shoe. I Originally bought the adistar 2008s over 10 years ago and I'm trying to use different shoes when I'm not aggressively lifting since they are triple or more the price from when I got them and I want them to last. The Adipower is ok by comparison. The toe bot accommodates my wide feet and I'm able to reasonably tighten them so my foot feels secure. I trust them more than the shoes with the weird tightening mechanism. You may not fall in love with them, but they aren't that expensive and have a non compressible heel. I think some other people talked about doing things other than lifting. They have little in the way of padding, which is good. I wouldnt suggest doing cardio or walking in them (I get sore from the foot up if i walk too long in lifting shoes). You can bend your foot enough for the split jerk if you Olympic Lift. It does well for squats and is good for push press, wall balls, etc",4.0,Reviewed in the United States on 14 January 2020,Adidas
"adidas men's adipower weightlifting ii cross trainer, collegiate royal/black/collegiate royal, 15 uk","Great Weight lifting shoe, bough a back up pair!","I bought these and the Legacy lifter, Ended up returning the legacy lifter and bought an extra pair of these. They give you all the support but are not extremely rigid and heavy like the legacy lifter. I really enjoy using these shoes!",5.0,Reviewed in the United States on 17 June 2020,Adidas
"adidas men's adipower weightlifting ii cross trainer, collegiate royal/black/collegiate royal, 15 uk",Perfect!,Love them! Been wanting a bright color for weightlifting.  Very unique color! Does the job for lifting. I am 6 1/2 in women's  and got 4.5 they fit great!,5.0,Reviewed in the United States on 3 August 2020,Adidas
"clarks women's adella blush sneaker, black textile, 7.5 uk",Nice casual shoe,They are comfortable so I can wear them all day long.,5.0,Reviewed in the United States on 8 July 2021,Clarks
"clarks women's adella blush sneaker, black textile, 7.5 uk",Comfortable shoe,I was pleased to find a nice slip-on shoe in a narrow size.  I find it to be comfortable and stylish.,4.0,Reviewed in the United States on 30 March 2021,Clarks
"adidas men's ultraboost a.rdy sneaker, d grey/white/signal green, 8 uk",Great shoes,My son loves these shoes. Style and comfort!,5.0,Reviewed in the United States on 13 April 2021,Adidas
"adidas men's ultraboost a.rdy sneaker, d grey/white/signal green, 8 uk",Stains,My shoes came in with stains on them and scratches along the bottom of the shoe,1.0,Reviewed in the United States on 20 January 2021,Adidas
"adidas men's ultraboost a.rdy sneaker, d grey/white/signal green, 8 uk",excellent,it’s perfectand I love Amazon,5.0,Reviewed in the United States on 2 April 2021,Adidas
"adidas men's ultraboost a.rdy sneaker, d grey/white/signal green, 8 uk",Shoes,It was dirty and a different color. I return it,1.0,Reviewed in the United States on 17 December 2020,Adidas
beck boys dragon wellington rain boots,Très bien.,Mon fils adore ses bottes.,5.0,Reviewed in France on 13 April 2021,Beck
"superga boy's girls' 2790-cotj trainers, navy blue 933, 7 uk child",Vestono grandi ma li tengo x mia figlia sono troppo belke,Top,5.0,Reviewed in Italy on 29 August 2021,Superga
"adidas originals unisex vrx low skate shoe, white/black/white, 4 m us big kid",Great purchase!,Loved it!,5.0,Reviewed in the United States on 22 August 2019,Adidas
"new balance womens minimus wx20bp7 low top lace up running, black, size 12.0 us / 10 uk us",Weird shoe,I was hoping these would be a shoe for standing and walking on concrete (my daily walk and work routine). Ughh! The fit is strange.  The size 12 is too small.  But the worst part is the inside construction.  Cheap.  The side curl in on themselves and are a pain to even work with to put on.  Skip it. Not worth the price.,1.0,Reviewed in Canada on 9 September 2021,New balance
"new balance womens minimus wx20bp7 low top lace up running, black, size 12.0 us / 10 uk us",I found the sizing to be different then a few years back felt they ran big had to exchange,Love these they are perfect for my needs!,5.0,Reviewed in Canada on 3 July 2020,New balance
"new balance womens minimus wx20bp7 low top lace up running, black, size 12.0 us / 10 uk us",Awful design,"Wow, New Balance. Way to take a great shoe and completely ruin it. I was willing to overlook the awful color, but the design is even worse. The fabric upper will fall apart in no time, there is a tight seam RIGHT over the widest part of the foot, and will you STOP already with flat laces???? I bought in two colors and will be returning both of them. Last year’s model was just fine, WHY do you feel the need to reinvent the wheel every year? As a long-time devotee and proponent of the Minimus, this is making me regret recommending it to my personal training clients and will definitely send me out on the search for a new shoe. Thanks for nothing.",1.0,Reviewed in the United States on 20 July 2018,New balance
"new balance womens minimus wx20bp7 low top lace up running, black, size 12.0 us / 10 uk us",Received a wide width and WOW so glad about it!,"These shoes are super light, super flexible, and oh-so comfy.  They a very minimal arch and heal support, but surprisingly my feet are not hurting.  I ordered a nine and they fit like a nine, lengthwise. I received a wide width by accident, and I have narrow feet, but the extra room is mostly in the toe box, which is GREAT!  I can spread by toes a little when I walk- I can tighten them over the bridge of the foot as loose or tight as I want.  I don't think I'll go back to normal width in this style/brand- it's that gooood.I work out in these (cross fit, HIIT, weightlifting), but I do not run in them.",5.0,Reviewed in the United States on 24 May 2019,New balance
"new balance womens minimus wx20bp7 low top lace up running, black, size 12.0 us / 10 uk us","Great overall, sizing is looser than older model I have","I usually wear 5.5 for dress shoes, I wear 6 in other brands; Nike.I own a pair of an older model of Minimus size 5.5 D, and love love love it, but for this model in size 5.5 D, my feet are kinda swimming in there.With thick socks it helps, but still love how my older model fit perfectly.Overall,they are well made. I use them exclusively in Zumba class. I've been through many pairs and many brands, for the past 5 years. Nike Free were my favorite pairs, but their bottom worn off too quickly, then when I tried Minimus I fell in love!I love that they are light. The bottom/sole are solid, yet flexible just enough. They have enough cushion for my liking and for what I use them for. The orange is a bit too bright for my liking, but it's on sale at the price I could afford.I just ordered another black pairs in black in size 5D, finger cross they fit better.",4.0,Reviewed in the United States on 12 July 2018,New balance
"toms women's avalon sneaker, blue, 7.5 uk",Tight at first,"I love Toms shoes. Most are very tight the first few times I worn. Then they stretch just a tad to be very comfortable. This particular shoe, for me, is not for long walks. The outside edge hits my ankle bone and after a while is not comfortable. For a day of errand running it’s no problem, but I wouldn’t walk a theme park in them.",4.0,Reviewed in the United States on 4 September 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Wish they had it in 1/2 sizes,I wish they had half sizes for it..i really liked the color,4.0,Reviewed in the United States on 12 October 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Don’t like how the foam feels,The foam is weird and squishy and uncomfortable.,2.0,Reviewed in the United States on 4 October 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Too small,I was so excited about these shoes but I cannot wear these. My foot will not slide in at all.  I also missed the return date.,1.0,Reviewed in the United States on 24 October 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Casual Shoes,Ordered a size 12 and they fit more like an 11.5 but was perfect for me.,5.0,Reviewed in the United States on 28 August 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Great!,"Kind of difficult to slip on without a shoe horn, but the padding is super comfortable!  Very pleased!",5.0,Reviewed in the United States on 21 November 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Comfy shoes,The shoes are comfortable and can be worn most places. Easy on and off.,5.0,Reviewed in the United States on 10 August 2021,Toms
"toms women's avalon sneaker, blue, 7.5 uk",Too hard of a shoe for me,It was to hard of a shoe for me,3.0,Reviewed in the United States on 5 November 2021,Toms
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",Very comfortable except it was not the right size for me,It is very nice comfortable except that it was biting on my left toe. I think I need to try the wide 7.5 wide. I will return it and get the 7.5 wide.,4.0,Reviewed in the United States on 9 August 2021,Skechers
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",A little tight for their size,"These Sketchers fit a little tight. No tying shoes. I can slip them on like sandals, almost, and go.",4.0,Reviewed in the United States on 15 October 2020,Skechers
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",A good pair walking around shoes.,Needed initial stretching but now they fit great. I would not recommend them for working in or for workouts.,4.0,Reviewed in the United States on 25 February 2021,Skechers
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",Uncomfortable shoes,Start developing foot pain after walking every day. So disappointed on this shoes,3.0,Reviewed in the United States on 8 September 2021,Skechers
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",Nice,Very nice shoes,5.0,Reviewed in the United States on 17 December 2018,Skechers
"skechers sport men's afterburn m. fit wonted loafer,pebble,7.5 m us",Worth the money.,Good quality. Great fit.,5.0,Reviewed in the United States on 18 February 2019,Skechers
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Look great but don’t have much support,"I’ve bought several pair of these and I do like them. They look great, are stylish but there is no support at all in the footbed and the toe area is quite narrow. I’m still giving them 4 stars because I do like them for running to the store or somewhere you won’t be on your feet for very long.",3.0,Reviewed in the United States on 27 May 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Love these!,"I love these. They are so comfortable and light!!! Also love the color, looks like just like the picture! Also arrived way sooner then expected!!",5.0,Reviewed in the United States on 1 May 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",These feel cheap,Very disappointing. Hardly any cushioning!,3.0,Reviewed in the United States on 26 April 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Absolutely wonderful shoes,"So in love with the colors, and how comfortable they are! The memory foam soles are so nice.",5.0,Reviewed in the United States on 17 May 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Lightweight and comfy!,"These shoes are so comfortable! I love how lightweight they are. I haven't done any walking in them yet, but I've been wearing them all day, am am pleased so far!",5.0,Reviewed in the United States on 2 May 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Love!!,Run a little big but love these!!!,5.0,Reviewed in the United States on 22 June 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Good shoe,"Run just a little big, “long”.  Toe box is great. Not as much arch support as previous ones .",5.0,Reviewed in the United States on 6 June 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Cute!,These are so cute. I got them for my mom for Christmas and her favorite color is purple so I think she will absolutely love these! Look and feel real. In an Adidas box but I can’t be 100%,5.0,Reviewed in the United States on 7 November 2020,Adidas
"adidas women's qt racer sneaker, purple tint/blue met./ftwr white, 10 uk",Get em,"Lightweight, pretty colors, very comfy",5.0,Reviewed in the United States on 1 February 2020,Adidas
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Size 8's to big,"The front of the shoe fits fine toes end up proper distance from the tip of the shoe, but the heel on these and theSkechers Men's EXPENDED-MANDEN Leather LACE UP Oxford, Charcoal, 8 Medium US  shoes to to big, and my heal slides up and down like a slipper.  7 and half's crush my feet.  8's just the heel portion is to loose.Overall would be comfortable, and look nice. But now got to find something to slide into the backside of the shoe.  I guess it's what I should expect finding these shoes over half off from retail price.",3.0,Reviewed in the United States on 1 January 2020,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Very nice shoe.....,"Very comfortable shoe, well built, and sizes are right on. Not very warm, as shoes go....but I love the look and comfort. And a really good price....",4.0,Reviewed in the United States on 8 February 2021,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Awesome shoes!,"I have purchased 4 pair of these shoes for my husband over the past several years.  He loves them! They fit perfectly,  support his feet and are light weight. Everything he expects from a good shoe!",5.0,Reviewed in the United States on 2 July 2021,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Great shoes,"I gave these as a Christmas gift to my husband, and he loves them.  He says they're very comfortable and have great support.  He has bought other Skechers shoes and so far these are perform ing as well as all the others.",5.0,Reviewed in the United States on 5 January 2020,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us","Shoot, them's nice shoes.",Nicely made and the wide width is correct. The insoles are nice and comfy too.,5.0,Reviewed in the United States on 17 September 2020,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Excellent,Very comfortable and well made,5.0,Reviewed in the United States on 31 March 2020,Skechers
"skechers men's outland 2.0 oxford, brown/black, 9 m us",Don't waste your money.,Poor Quality.,3.0,Reviewed in the United States on 20 February 2021,Skechers
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Very disappointed,When I saw these online it says they’re women shoes but when they was sent to me the box says unisex so they was way to large very misleading,1.0,Reviewed in the United States on 28 April 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Long Term comfort = PAIN,"My foot doctor told me that if it is easy to bend a shoe, don't wear it.  This shoe is easy to bend with your hands, soft soles.  I have worn them over the past few months and am experiencing heel pain and lower back pain.  One week ago, I remembered what to look for and switched shoes and am already feeling better.  I can not recommend these shoes for walking, let alone running if you do that, I don't.  I do own other Reeboks which are perfectly fine, it is this particular model that is ... not good for me.",2.0,Reviewed in the United States on 31 July 2021,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Nice shoe- ORDER OFF MEN SIZE,Cool shoe but these run mad bigI got 9.5 and they are men fitting shoes so technically i should’ve got a 8.5If the description was clear that they run by men sizes i would’ve known but it says these are women shoes so i got my regular sizeThey are too bigI don’t know who to give them too,4.0,Reviewed in the United States on 21 May 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",ITS A SCAM!,"The media could not be loaded.
                




   This product came to me damaged, worn, dirty, and smelly! Not advertised as shown, literally a scam and will be reporting! Disgusted do not purchase these you will be disappointed",1.0,Reviewed in the United States on 1 June 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Too  Big!!!,The sneakers are really nice the colors and everything however the sizing is super super big. I ordered a size 7 and it was so big that I had to return it and order a 6 and the sixth was still a half-size big. If anyone orders the sneaker they have to order a size down or size of the house down,2.0,Reviewed in the United States on 29 May 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Nice but big,Too big but cute. Order half size down,5.0,Reviewed in the United States on 7 April 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Not for me,They run a little large to me. I wanted them for walking but I only wore them once and they rubbed against the back of my ankle and caused bleeding.,3.0,Reviewed in the United States on 2 October 2020,Reebok
"reebok unisex-adult royal dashonic 2 sneaker, grey/emerald, 11.5",Reebock Woman's Royal Dashonic 2 sneaker,The product was much too large for my wife.  She normally wears a size 8 but these seemed to be perhaps a man's size 8.  Way too long.  They have been returned.,1.0,Reviewed in the United States on 12 October 2020,Reebok
"superga women's 2750 sequinjpw sneaker, navy, 7.5",Best shoes ever!,"I bought the shoes, the exact same model, because the 1st pair ""died"" after more than 5 years. I really like them. I washed them in the washing machine and the color never changed.",5.0,Reviewed in the United States on 13 November 2021,Superga
asics gel-kayano 5 360 men&#39;s running shoes,Super comfy for a casual shoe,Great product no problems,5.0,Reviewed in Canada on 21 August 2020,Asics
